id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
"","	2022-06-01 09:53:34	","	2022-06-01 09:53:34	","	2022-06-01 09:53:34	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:00:40	","	2022-06-01 10:00:40	","	2022-06-01 10:00:40	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:02:56	","	2022-06-01 10:02:56	","	2022-06-01 10:02:56	","	147386192	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 10:02:56	","	2022-06-01 10:02:56	","	2022-06-01 10:02:56	","	147386192	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 10:04:01	","	2022-06-01 10:04:01	","	2022-06-01 10:04:01	","	147386192	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 10:04:01	","	2022-06-01 10:04:01	","	2022-06-01 10:04:01	","	147386192	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 10:05:04	","	2022-06-01 10:05:04	","	2022-06-01 10:05:04	","	147386192	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 10:05:04	","	2022-06-01 10:05:04	","	2022-06-01 10:05:04	","	147386192	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 10:09:57	","	2022-06-01 10:09:57	","	2022-06-01 10:09:57	","	147393694	","	223018597	","	51541153	","	accesslog	",1727
"","	2022-06-01 10:13:08	","	2022-06-01 10:13:08	","	2022-06-01 10:13:08	","	98301060	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-06-01 10:14:01	","	2022-06-01 10:14:01	","	2022-06-01 10:14:01	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:14:24	","	2022-06-01 10:14:24	","	2022-06-01 10:14:24	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:14:54	","	2022-06-01 10:14:54	","	2022-06-01 10:14:54	","	147392196	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:14:54	","	2022-06-01 10:14:54	","	2022-06-01 10:14:54	","	147392196	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:14:56	","	2022-06-01 10:14:56	","	2022-06-01 10:14:56	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:15:11	","	2022-06-01 10:15:11	","	2022-06-01 10:15:11	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:15:51	","	2022-06-01 10:15:51	","	2022-06-01 10:15:51	","	111944893	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 10:15:51	","	2022-06-01 10:15:51	","	2022-06-01 10:15:51	","	111944893	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 10:17:10	","	2022-06-01 10:17:10	","	2022-06-01 10:17:10	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:17:27	","	2022-06-01 10:17:27	","	2022-06-01 10:17:27	","	147386162	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:17:27	","	2022-06-01 10:17:27	","	2022-06-01 10:17:27	","	147386162	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:17:45	","	2022-06-01 10:17:45	","	2022-06-01 10:17:45	","	98301060	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-06-01 10:18:17	","	2022-06-01 10:18:17	","	2022-06-01 10:18:17	","	147392196	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:18:17	","	2022-06-01 10:18:17	","	2022-06-01 10:18:17	","	147392196	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:19:09	","	2022-06-01 10:19:09	","	2022-06-01 10:19:09	","	147386162	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:19:09	","	2022-06-01 10:19:09	","	2022-06-01 10:19:09	","	147386162	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:20:16	","	2022-06-01 10:20:16	","	2022-06-01 10:20:16	","	147392196	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:20:16	","	2022-06-01 10:20:16	","	2022-06-01 10:20:16	","	147392196	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:20:43	","	2022-06-01 10:20:43	","	2022-06-01 10:20:43	","	147386162	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:20:43	","	2022-06-01 10:20:43	","	2022-06-01 10:20:43	","	147386162	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:21:36	","	2022-06-01 10:21:36	","	2022-06-01 10:21:36	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:22:06	","	2022-06-01 10:22:06	","	2022-06-01 10:22:06	","	147392176	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:22:06	","	2022-06-01 10:22:06	","	2022-06-01 10:22:06	","	147392176	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:22:13	","	2022-06-01 10:22:13	","	2022-06-01 10:22:13	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:23:25	","	2022-06-01 10:23:25	","	2022-06-01 10:23:25	","	147392176	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:23:25	","	2022-06-01 10:23:25	","	2022-06-01 10:23:25	","	147392176	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:24:41	","	2022-06-01 10:24:41	","	2022-06-01 10:24:41	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:24:45	","	2022-06-01 10:24:45	","	2022-06-01 10:24:45	","	147392176	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:24:45	","	2022-06-01 10:24:45	","	2022-06-01 10:24:45	","	147392176	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 10:25:49	","	2022-06-01 10:25:49	","	2022-06-01 10:25:49	","	147378484	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:26:07	","	2022-06-01 10:26:07	","	2022-06-01 10:26:07	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:26:28	","	2022-06-01 10:26:28	","	2022-06-01 10:26:28	","	147378484	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:26:59	","	2022-06-01 10:26:59	","	2022-06-01 10:26:59	","	147378484	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:27:58	","	2022-06-01 10:27:58	","	2022-06-01 10:27:58	","	147378484	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:29:45	","	2022-06-01 10:29:45	","	2022-06-01 10:29:45	","	147378145	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 10:31:28	","	2022-06-01 10:31:28	","	2022-06-01 10:31:28	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:36:14	","	2022-06-01 10:36:14	","	2022-06-01 10:36:14	","	147393257	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 10:36:34	","	2022-06-01 10:36:34	","	2022-06-01 10:36:34	","	147392900	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-06-01 10:39:59	","	2022-06-01 10:39:59	","	2022-06-01 10:39:59	","	147389591	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-06-01 10:40:51	","	2022-06-01 10:40:51	","	2022-06-01 10:40:51	","	147389591	","	224922228	","	55853631	","	workanswer	",1727
"","	2022-06-01 10:40:51	","	2022-06-01 10:40:51	","	2022-06-01 10:40:51	","	147389591	","	224922228	","	55853631	","	workscore	",1727
"","	2022-06-01 10:40:54	","	2022-06-01 10:40:54	","	2022-06-01 10:40:54	","	147389591	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-06-01 10:44:25	","	2022-06-01 10:44:25	","	2022-06-01 10:44:25	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 10:45:58	","	2022-06-01 10:45:58	","	2022-06-01 10:45:58	","	147385772	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:47:18	","	2022-06-01 10:47:18	","	2022-06-01 10:47:18	","	147385772	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:47:56	","	2022-06-01 10:47:56	","	2022-06-01 10:47:56	","	147385772	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 10:48:26	","	2022-06-01 10:48:26	","	2022-06-01 10:48:26	","	147386245	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 10:48:26	","	2022-06-01 10:48:26	","	2022-06-01 10:48:26	","	147386245	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:00:02	","	2022-06-01 11:00:02	","	2022-06-01 11:00:02	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:04:51	","	2022-06-01 11:04:51	","	2022-06-01 11:04:51	","	147393794	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 11:04:51	","	2022-06-01 11:04:51	","	2022-06-01 11:04:51	","	147393794	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:06:51	","	2022-06-01 11:06:51	","	2022-06-01 11:06:51	","	147393794	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 11:06:51	","	2022-06-01 11:06:51	","	2022-06-01 11:06:51	","	147393794	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:10:26	","	2022-06-01 11:10:26	","	2022-06-01 11:10:26	","	134305403	","	222652756	",,"	createpaper	",1727
"","	2022-06-01 11:11:26	","	2022-06-01 11:11:26	","	2022-06-01 11:11:26	","	147377238	","	223018597	","	51541153	","	accesslog	",1727
"","	2022-06-01 11:11:44	","	2022-06-01 11:11:44	","	2022-06-01 11:11:44	","	147393731	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 11:11:59	","	2022-06-01 11:11:59	","	2022-06-01 11:11:59	","	147377238	","	223018597	","	51541153	","	accesslog	",1727
"","	2022-06-01 11:12:40	","	2022-06-01 11:12:40	","	2022-06-01 11:12:40	","	147393731	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 11:25:56	","	2022-06-01 11:25:56	","	2022-06-01 11:25:56	","	147374643	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 11:25:56	","	2022-06-01 11:25:56	","	2022-06-01 11:25:56	","	147374643	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:26:57	","	2022-06-01 11:26:57	","	2022-06-01 11:26:57	","	147374643	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 11:26:57	","	2022-06-01 11:26:57	","	2022-06-01 11:26:57	","	147374643	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:27:55	","	2022-06-01 11:27:55	","	2022-06-01 11:27:55	","	147374643	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 11:27:55	","	2022-06-01 11:27:55	","	2022-06-01 11:27:55	","	147374643	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 11:30:49	","	2022-06-01 11:30:49	","	2022-06-01 11:30:49	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:33:03	","	2022-06-01 11:33:03	","	2022-06-01 11:33:03	","	147388350	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 11:33:03	","	2022-06-01 11:33:03	","	2022-06-01 11:33:03	","	147388350	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 11:36:52	","	2022-06-01 11:36:52	","	2022-06-01 11:36:52	","	147386185	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:38:48	","	2022-06-01 11:38:48	","	2022-06-01 11:38:48	","	147386185	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:40:01	","	2022-06-01 11:40:01	","	2022-06-01 11:40:01	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:46:38	","	2022-06-01 11:46:38	","	2022-06-01 11:46:38	","	147392262	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:46:59	","	2022-06-01 11:46:59	","	2022-06-01 11:46:59	","	147381951	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 11:46:59	","	2022-06-01 11:46:59	","	2022-06-01 11:46:59	","	147381951	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 11:54:45	","	2022-06-01 11:54:45	","	2022-06-01 11:54:45	","	147381951	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 11:54:45	","	2022-06-01 11:54:45	","	2022-06-01 11:54:45	","	147381951	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 11:54:51	","	2022-06-01 11:54:51	","	2022-06-01 11:54:51	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 11:56:42	","	2022-06-01 11:56:42	","	2022-06-01 11:56:42	","	147381951	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 12:29:14	","	2022-06-01 12:29:14	","	2022-06-01 12:29:14	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 12:29:45	","	2022-06-01 12:29:45	","	2022-06-01 12:29:45	","	147380785	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 12:37:32	","	2022-06-01 12:37:32	","	2022-06-01 12:37:32	","	147391971	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 12:40:26	","	2022-06-01 12:40:26	","	2022-06-01 12:40:26	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 12:44:12	","	2022-06-01 12:44:12	","	2022-06-01 12:44:12	","	147378696	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-06-01 12:44:15	","	2022-06-01 12:44:15	","	2022-06-01 12:44:15	","	147378696	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 12:51:36	","	2022-06-01 12:51:36	","	2022-06-01 12:51:36	","	147383438	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 12:51:36	","	2022-06-01 12:51:36	","	2022-06-01 12:51:36	","	147383438	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 12:58:07	","	2022-06-01 12:58:07	","	2022-06-01 12:58:07	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 13:06:29	","	2022-06-01 13:06:29	","	2022-06-01 13:06:29	","	147393571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 13:13:07	","	2022-06-01 13:13:07	","	2022-06-01 13:13:07	","	112509040	","	224841013	",,"	uploadchapterfile	",1727
"","	2022-06-01 13:13:07	","	2022-06-01 13:13:07	","	2022-06-01 13:13:07	","	112509040	","	224841013	",,"	editcard	",1727
"","	2022-06-01 13:13:09	","	2022-06-01 13:13:09	","	2022-06-01 13:13:09	","	112509040	","	224841013	",,"	editcard	",1727
"","	2022-06-01 13:16:25	","	2022-06-01 13:16:25	","	2022-06-01 13:16:25	","	147383438	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 13:16:25	","	2022-06-01 13:16:25	","	2022-06-01 13:16:25	","	147383438	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 13:18:11	","	2022-06-01 13:18:11	","	2022-06-01 13:18:11	","	111945075	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 13:18:11	","	2022-06-01 13:18:11	","	2022-06-01 13:18:11	","	111945075	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 13:20:27	","	2022-06-01 13:20:27	","	2022-06-01 13:20:27	","	111945075	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 13:20:27	","	2022-06-01 13:20:27	","	2022-06-01 13:20:27	","	111945075	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 13:21:32	","	2022-06-01 13:21:32	","	2022-06-01 13:21:32	","	111945075	","	223018597	","	51541153	","	workanswer	",1727
"","	2022-06-01 13:21:32	","	2022-06-01 13:21:32	","	2022-06-01 13:21:32	","	111945075	","	223018597	","	51541153	","	workscore	",1727
"","	2022-06-01 13:35:39	","	2022-06-01 13:35:39	","	2022-06-01 13:35:39	","	112509040	","	224841013	",,"	uploadchapterfile	",1727
"","	2022-06-01 13:35:39	","	2022-06-01 13:35:39	","	2022-06-01 13:35:39	","	112509040	","	224841013	",,"	editcard	",1727
"","	2022-06-01 13:36:42	","	2022-06-01 13:36:42	","	2022-06-01 13:36:42	","	147383438	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 13:36:42	","	2022-06-01 13:36:42	","	2022-06-01 13:36:42	","	147383438	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 13:43:12	","	2022-06-01 13:43:12	","	2022-06-01 13:43:12	","	153867056	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 13:43:12	","	2022-06-01 13:43:12	","	2022-06-01 13:43:12	","	153867056	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 13:44:21	","	2022-06-01 13:44:21	","	2022-06-01 13:44:21	","	153867056	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 13:44:21	","	2022-06-01 13:44:21	","	2022-06-01 13:44:21	","	153867056	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 13:45:17	","	2022-06-01 13:45:17	","	2022-06-01 13:45:17	","	153867056	","	223018597	","	51541158	","	workanswer	",1727
"","	2022-06-01 13:45:17	","	2022-06-01 13:45:17	","	2022-06-01 13:45:17	","	153867056	","	223018597	","	51541158	","	workscore	",1727
"","	2022-06-01 13:46:02	","	2022-06-01 13:46:02	","	2022-06-01 13:46:02	","	147374085	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-06-01 13:47:19	","	2022-06-01 13:47:19	","	2022-06-01 13:47:19	","	147386185	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 13:49:16	","	2022-06-01 13:49:16	","	2022-06-01 13:49:16	","	147385799	","	223018597	","	51541153	","	accesslog	",1727
"","	2022-06-01 13:51:53	","	2022-06-01 13:51:53	","	2022-06-01 13:51:53	","	147386185	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 13:52:16	","	2022-06-01 13:52:16	","	2022-06-01 13:52:16	","	147389051	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 13:54:44	","	2022-06-01 13:54:44	","	2022-06-01 13:54:44	","	147389051	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-06-01 14:00:08	","	2022-06-01 14:00:08	","	2022-06-01 14:00:08	","	111947022	","	224841013	","	55682821	","	accesslog	",1727
"","	2022-06-01 14:00:21	","	2022-06-01 14:00:21	","	2022-06-01 14:00:21	","	111947461	","	224841013	","	55682821	","	accesslog	",1727
"","	2022-06-01 14:00:32	","	2022-06-01 14:00:32	","	2022-06-01 14:00:32	","	111946872	","	224841013	","	55682821	","	accesslog	",1727
"","	2022-06-01 14:00:49	","	2022-06-01 14:00:49	","	2022-06-01 14:00:49	","	111944138	","	224841013	","	55682821	","	accesslog	",1727
